Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MI-015,Barry County,48.3,99,1.4,46.9
MI-017,Bay County,47.6,108,2,45.6
MI-019,Benzie County,45.2,108,2.4,42.8
MI-021,Berrien County,49.4,90,0.8,48.6
MI-023,Branch County,49.1,105,1.6,47.5
MI-025,Calhoun County,48.7,102,1.7,47
MI-027,Cass County,49.1,96,1.2,47.9
MI-029,Charlevoix County,44,99,1.2,42.8
MI-031,Cheboygan County,43,92,1.1,41.9
MI-033,Chippewa County,40.5,86,0.9,39.6
MI-035,Clare County,45.3,106,2,43.3
MI-037,Clinton County,48.2,103,1.6,46.6
MI-039,Crawford County,43.6,103,1.7,41.9
MI-041,Delta County,41.3,68,0.3,41
MI-043,Dickinson County,40.2,84,0.8,39.4
MI-045,Eaton County,48.3,102,1.6,46.7
MI-047,Emmet County,43.2,100,1.4,41.8
MI-049,Genesee County,48.1,105,1.8,46.3
MI-051,Gladwin County,46.2,105,1.9,44.3
MI-053,Gogebic County,38.7,71,0.3,38.4
MI-055,Grand Traverse County,45.2,108,2.5,42.7
MI-057,Gratiot County,47.8,108,1.8,46
MI-059,Hillsdale County,48.6,104,1.6,47
MI-061,Houghton County,39.9,79,0.7,39.2
MI-063,Huron County,46.4,103,1.7,44.7
MI-065,Ingham County,48.2,104,1.8,46.4
MI-067,Ionia County,47.8,101,1.4,46.4
MI-069,Iosco County,45.2,105,1.7,43.5
MI-071,Iron County,38.2,71,0.4,37.8
MI-073,Isabella County,46.7,108,1.9,44.8
MI-075,Jackson County,48.5,106,1.9,46.6
MI-077,Kalamazoo County,48.9,98,1.4,47.5
MI-079,Kalkaska County,44.2,105,1.9,42.3
MI-081,Kent County,47.8,99,1.4,46.4
MI-083,Keweenaw County,39,70,0.2,38.8
MI-085,Lake County,45.4,101,1.3,44.1
MI-087,Lapeer County,47.9,105,1.9,46
MI-089,Leelanau County,45.1,108,2.3,42.8
MI-091,Lenawee County,49.5,105,1.8,47.7
MI-093,Livingston County,48.1,108,2,46.1
MI-095,Luce County,39.7,71,0.3,39.4
MI-097,Mackinac County,41,83,0.7,40.3
MI-099,Macomb County,49.6,107,2.1,47.5
MI-101,Manistee County,45.4,102,1.7,43.7
MI-103,Marquette County,38.9,61,0.1,38.8
MI-105,Mason County,45.8,98,1.3,44.5
MI-107,Mecosta County,45.6,96,1.3,44.3
MI-109,Menominee County,42,82,0.6,41.4
MI-111,Midland County,47.6,108,1.9,45.7
MI-113,Missaukee County,44.3,106,2,42.3
MI-115,Monroe County,50.7,105,2,48.7
MI-117,Montcalm County,46.7,100,1.5,45.2
MI-119,Montmorency County,43.3,96,1.3,42
MI-121,Muskegon County,47.6,102,1.5,46.1
MI-123,Newaygo County,46.2,98,1.3,44.9
MI-125,Oakland County,48.5,108,2,46.5
MI-127,Oceana County,46.3,100,1.5,44.8
MI-129,Ogemaw County,44.6,105,1.8,42.8
MI-131,Ontonagon County,39.7,76,0.6,39.1
MI-133,Osceola County,44.6,103,1.6,43
MI-135,Oscoda County,43.6,101,1.6,42
MI-137,Otsego County,42.5,92,1.1,41.4
MI-139,Ottawa County,48.4,95,1.2,47.2
MI-141,Presque Isle County,43.4,95,1.3,42.1
MI-143,Roscommon County,44.5,107,2.1,42.4
MI-145,Saginaw County,48.1,106,1.9,46.2
MI-147,St. Clair County,48.9,106,2,46.9
MI-149,St. Joseph County,49.4,102,1.5,47.9
MI-151,Sanilac County,47.1,100,1.6,45.5
MI-153,Schoolcraft County,40.9,68,0.1,40.8
MI-155,Shiawassee County,48.1,104,1.7,46.4
MI-157,Tuscola County,47.3,100,1.6,45.7
MI-159,Van Buren County,49,94,1.1,47.9
MI-161,Washtenaw County,48.5,102,1.7,46.8
MI-163,Wayne County,50,103,1.9,48.1
MI-165,Wexford County,44.5,106,2,42.5
MN-001,Aitkin County,38.9,70,0.4,38.5
MN-003,Anoka County,43.4,69,0.3,43.1
MN-005,Becker County,38.5,56,-0.3,38.8
MN-007,Beltrami County,37.6,73,0.4,37.2
MN-009,Benton County,41.5,66,0.3,41.2
MN-011,Big Stone County,42.7,66,0.3,42.4
MN-013,Blue Earth County,44.2,51,-0.5,44.7
MN-015,Brown County,43.6,35,-0.7,44.3
MN-017,Carlton County,38.1,54,-0.2,38.3
MN-019,Carver County,43.9,68,0.3,43.6
MN-021,Cass County,39.4,82,0.7,38.7
MN-023,Chippewa County,43.2,65,0.2,43
MN-025,Chisago County,42.8,73,0.4,42.4
MN-027,Clay County,40,55,-0.3,40.3
MN-029,Clearwater County,37.7,63,0.1,37.6
MN-031,Cook County,35.1,57,-0.2,35.3
MN-033,Cottonwood County,42.9,36,-0.8,43.7
MN-035,Crow Wing County,40.1,77,0.5,39.6
MN-037,Dakota County,44.5,71,0.3,44.2
MN-039,Dodge County,43.2,72,0.2,43
MN-041,Douglas County,41.1,88,1,40.1
MN-043,Faribault County,44.1,45,-0.6,44.7
MN-045,Fillmore County,43.9,70,0.3,43.6
MN-047,Freeborn County,43.6,55,-0.3,43.9
MN-049,Goodhue County,43.9,68,0.3,43.6
MN-051,Grant County,41.8,80,0.8,41
MN-053,Hennepin County,44,74,0.4,43.6
MN-055,Houston County,45.6,83,0.7,44.9
MN-057,Hubbard County,38.7,71,0.4,38.3
MN-059,Isanti County,42.5,70,0.4,42.1
MN-061,Itasca County,37.8,77,0.5,37.3
MN-063,Jackson County,43.3,44,-0.6,43.9
MN-065,Kanabec County,41.2,76,0.6,40.6
MN-067,Kandiyohi County,42.3,67,0.2,42.1
MN-069,Kittson County,38.6,97,1.8,36.8
MN-071,Koochiching County,36.8,70,0.3,36.5
MN-073,Lac qui Parle County,43.2,60,-0.1,43.3
MN-075,Lake County,36.2,71,0.3,35.9
MN-077,Lake of the Woods County,37.1,83,0.9,36.2
MN-079,Le Sueur County,44.2,63,0,44.2
MN-081,Lincoln County,42.2,49,-0.6,42.8
MN-083,Lyon County,43,40,-0.7,43.7
MN-085,McLeod County,43.3,63,0.1,43.2
MN-087,Mahnomen County,37.9,51,-0.4,38.3
MN-089,Marshall County,38.2,77,0.7,37.5
MN-091,Martin County,43.8,44,-0.6,44.4
MN-093,Meeker County,42.2,57,-0.1,42.3
MN-095,Mille Lacs County,41.2,79,0.6,40.6
MN-097,Morrison County,40.8,72,0.3,40.5
MN-099,Mower County,43.5,74,0.3,43.2
MN-101,Murray County,42.3,32,-1,43.3
MN-103,Nicollet County,44.4,62,0,44.4
MN-105,Nobles County,43.2,40,-0.7,43.9
MN-107,Norman County,39.1,49,-0.5,39.6
MN-109,Olmsted County,43.5,72,0.3,43.2
MN-111,Otter Tail County,40.1,68,0.2,39.9
MN-113,Pennington County,37.8,59,0,37.8
MN-115,Pine County,40.3,76,0.5,39.8
MN-117,Pipestone County,42.4,36,-0.7,43.1
MN-119,Polk County,38.6,56,-0.1,38.7
MN-121,Pope County,41.7,80,0.7,41
MN-123,Ramsey County,44.1,69,0.2,43.9
MN-125,Red Lake County,38.1,56,-0.3,38.4
MN-127,Redwood County,43.2,31,-0.9,44.1
MN-129,Renville County,43.2,48,-0.3,43.5
MN-131,Rice County,43.7,58,0,43.7
MN-133,Rock County,44,56,-0.2,44.2
MN-135,Roseau County,37.6,92,1.5,36.1
MN-137,St. Louis County,37,74,0.4,36.6
MN-139,Scott County,44.4,69,0.2,44.2
MN-141,Sherburne County,42.2,62,0.1,42.1
MN-143,Sibley County,44.2,69,0.2,44
MN-145,Stearns County,41.5,68,0.2,41.3
MN-147,Steele County,43.4,61,-0.1,43.5
MN-149,Stevens County,42.1,72,0.5,41.6
MN-151,Swift County,42.6,72,0.4,42.2
MN-153,Todd County,40.4,72,0.4,40
MN-155,Traverse County,42.4,71,0.4,42
MN-157,Wabasha County,44.4,74,0.5,43.9
MN-159,Wadena County,39.6,69,0.3,39.3
MN-161,Waseca County,43.5,47,-0.5,44
MN-163,Washington County,43.9,69,0.2,43.7
MN-165,Watonwan County,43.7,38,-0.7,44.4
MN-167,Wilkin County,41.4,69,0.3,41.1
MN-169,Winona County,45,86,1,44
MN-171,Wright County,42.8,68,0.2,42.6
MN-173,Yellow Medicine County,43.3,53,-0.3,43.6
MS-001,Adams County,66.7,107,1.1,65.6
MS-003,Alcorn County,61.2,105,1.2,60
MS-005,Amite County,67.8,125,2.5,65.3
MS-007,Attala County,64.3,114,1.7,62.6
MS-009,Benton County,61.7,109,1.4,60.3
MS-011,Bolivar County,63.8,99,0.9,62.9
MS-013,Calhoun County,63.4,106,1.2,62.2
MS-015,Carroll County,64.5,115,1.9,62.6
MS-017,Chickasaw County,63.7,109,1.4,62.3
MS-019,Choctaw County,63.7,114,1.6,62.1
MS-021,Claiborne County,66.8,117,1.7,65.1
MS-023,Clarke County,66.7,124,2.6,64.1
MS-025,Clay County,64.4,115,1.7,62.7
MS-027,Coahoma County,63.4,106,1.2,62.2
MS-029,Copiah County,66.8,119,2,64.8
MS-031,Covington County,66.5,115,1.7,64.8
MS-033,DeSoto County,62.4,90,0.8,61.6
MS-035,Forrest County,67.3,115,1.8,65.5
MS-037,Franklin County,66.9,118,1.8,65.1
MS-039,George County,68,122,2,66
MS-041,Greene County,67.3,118,1.8,65.5
MS-043,Grenada County,63.9,108,1.4,62.5
MS-045,Hancock County,68.7,125,2.2,66.5
MS-047,Harrison County,68.2,120,1.8,66.4
MS-049,Hinds County,66.6,120,2,64.6
MS-051,Holmes County,65.5,118,2,63.5
MS-053,Humphreys County,66.1,118,2.2,63.9
MS-055,Issaquena County,65.6,109,1.5,64.1
MS-057,Itawamba County,63,114,1.6,61.4
MS-059,Jackson County,68.6,122,2.1,66.5
MS-061,Jasper County,66.2,124,2.2,64
MS-063,Jefferson County,66.5,111,1.3,65.2
MS-065,Jefferson Davis County,66.7,117,1.8,64.9
MS-067,Jones County,66.6,112,1.6,65
MS-069,Kemper County,65.4,121,2.1,63.3
MS-071,Lafayette County,62.7,97,1,61.7
MS-073,Lamar County,67.2,115,1.8,65.4
MS-075,Lauderdale County,66.5,124,3,63.5
MS-077,Lawrence County,67.2,123,2,65.2
MS-079,Leake County,64.6,111,1.6,63
MS-081,Lee County,63.2,108,1.4,61.8
MS-083,Leflore County,65.1,114,1.8,63.3
MS-085,Lincoln County,67.1,124,2.2,64.9
MS-087,Lowndes County,64.8,117,1.8,63
MS-089,Madison County,65.5,107,1.3,64.2
MS-091,Marion County,67.4,117,1.8,65.6
MS-093,Marshall County,62,101,1.1,60.9
MS-095,Monroe County,63.8,109,1.5,62.3
MS-097,Montgomery County,63.4,102,1.1,62.3
MS-099,Neshoba County,64.6,118,1.8,62.8
MS-101,Newton County,65.8,124,2.5,63.3
MS-103,Noxubee County,65,118,1.9,63.1
MS-105,Oktibbeha County,64.7,117,2,62.7
MS-107,Panola County,62.9,91,0.9,62
MS-109,Pearl River County,67.7,119,1.8,65.9
MS-111,Perry County,67.3,115,1.8,65.5
MS-113,Pike County,68,125,2.7,65.3
MS-115,Pontotoc County,63,106,1.3,61.7
MS-117,Prentiss County,62,108,1.3,60.7
MS-119,Quitman County,63.4,97,1,62.4
MS-121,Rankin County,65.5,109,1.4,64.1
MS-123,Scott County,65,114,1.7,63.3
MS-125,Sharkey County,65.8,113,1.7,64.1
MS-127,Simpson County,66.1,115,1.7,64.4
MS-129,Smith County,65.8,115,1.7,64.1
MS-131,Stone County,67.4,116,1.6,65.8
MS-133,Sunflower County,64.5,108,1.3,63.2
MS-135,Tallahatchie County,64,106,1.3,62.7
MS-137,Tate County,62.5,91,0.7,61.8
MS-139,Tippah County,61.5,109,1.3,60.2
MS-141,Tishomingo County,61.5,110,1.4,60.1
MS-143,Tunica County,63,100,1,62
MS-145,Union County,62.5,107,1.3,61.2
MS-147,Walthall County,67.6,124,2.2,65.4
MS-149,Warren County,66.6,119,1.9,64.7
MS-151,Washington County,64.8,105,1.2,63.6
MS-153,Wayne County,66.4,113,1.6,64.8
MS-155,Webster County,63.5,109,1.3,62.2
MS-157,Wilkinson County,67.4,112,1.5,65.9
MS-159,Winston County,64.3,118,1.8,62.5
MS-161,Yalobusha County,63.4,104,1.1,62.3
MS-163,Yazoo County,66.1,115,1.8,64.3
MO-001,Adair County,52.2,96,1,51.2
MO-003,Andrew County,52.6,78,0.3,52.3
MO-005,Atchison County,51.5,68,0,51.5
MO-007,Audrain County,54.1,96,0.9,53.2
MO-009,Barry County,57.4,101,1.1,56.3
MO-011,Barton County,56.7,61,-0.1,56.8
MO-013,Bates County,56.2,88,0.6,55.6
MO-015,Benton County,55.9,95,1,54.9
MO-017,Bollinger County,57.1,93,0.9,56.2
MO-019,Boone County,55.2,98,1.2,54
MO-021,Buchanan County,53.6,84,0.6,53
MO-023,Butler County,58.9,94,0.9,58
MO-025,Caldwell County,53.3,95,1,52.3
MO-027,Callaway County,55.4,97,1.2,54.2
MO-029,Camden County,56.4,94,1.1,55.3
MO-031,Cape Girardeau County,57.7,109,1.5,56.2
MO-033,Carroll County,53.8,88,0.4,53.4
MO-035,Carter County,57.6,107,1.4,56.2
MO-037,Cass County,55.3,95,1.1,54.2
MO-039,Cedar County,56.9,90,0.6,56.3
MO-041,Chariton County,54,93,0.7,53.3
MO-043,Christian County,56.6,103,1.3,55.3
MO-045,Clark County,51.6,55,-0.1,51.7
MO-047,Clay County,54.3,90,0.9,53.4
MO-049,Clinton County,53.3,93,0.9,52.4
MO-051,Cole County,56.5,102,1.4,55.1
MO-053,Cooper County,55.3,98,1.1,54.2
MO-055,Crawford County,55.1,92,0.9,54.2
MO-057,Dade County,57.1,96,0.9,56.2
MO-059,Dallas County,55.8,83,0.6,55.2
MO-061,Daviess County,52.6,87,0.5,52.1
MO-063,DeKalb County,52.4,81,0.4,52
MO-065,Dent County,55.3,89,0.8,54.5
MO-067,Douglas County,56.6,100,1.2,55.4
MO-069,Dunklin County,60.4,105,1.3,59.1
MO-071,Franklin County,55.6,100,1.3,54.3
MO-073,Gasconade County,55.5,100,1.3,54.2
MO-075,Gentry County,52,86,0.7,51.3
MO-077,Greene County,56.7,103,1.4,55.3
MO-079,Grundy County,52.5,86,0.4,52.1
MO-081,Harrison County,51.7,91,0.7,51
MO-083,Henry County,56.1,93,0.8,55.3
MO-085,Hickory County,56.3,94,0.9,55.4
MO-087,Holt County,52.6,72,0.1,52.5
MO-089,Howard County,54.9,99,1.2,53.7
MO-091,Howell County,57.3,110,1.8,55.5
MO-093,Iron County,55.1,91,0.7,54.4
MO-095,Jackson County,54.9,94,1,53.9
MO-097,Jasper County,57.6,89,0.7,56.9
MO-099,Jefferson County,56.7,105,1.6,55.1
MO-101,Johnson County,55.4,98,1.3,54.1
MO-103,Knox County,51.9,84,0.4,51.5
MO-105,Laclede County,55.9,87,0.8,55.1
MO-107,Lafayette County,54.6,95,1,53.6
MO-109,Lawrence County,57,100,1.1,55.9
MO-111,Lewis County,52.3,61,0,52.3
MO-113,Lincoln County,54.7,98,1.1,53.6
MO-115,Linn County,52.9,85,0.5,52.4
MO-117,Livingston County,53.2,87,0.4,52.8
MO-119,McDonald County,58.7,107,1.4,57.3
MO-121,Macon County,53.1,96,1,52.1
MO-123,Madison County,55.6,81,0.5,55.1
MO-125,Maries County,56.4,99,1.3,55.1
MO-127,Marion County,53.1,78,0.4,52.7
MO-129,Mercer County,51.1,66,0.1,51
MO-131,Miller County,56.8,103,1.5,55.3
MO-133,Mississippi County,59.3,110,1.5,57.8
MO-135,Moniteau County,55.8,98,1.3,54.5
MO-137,Monroe County,53.5,86,0.6,52.9
MO-139,Montgomery County,54.9,99,1.4,53.5
MO-141,Morgan County,55.5,95,1.1,54.4
MO-143,New Madrid County,59.8,106,1.3,58.5
MO-145,Newton County,58.3,106,1.4,56.9
MO-147,Nodaway County,51.8,90,0.8,51
MO-149,Oregon County,58.1,115,2,56.1
MO-151,Osage County,56.3,101,1.3,55
MO-153,Ozark County,57.5,106,1.3,56.2
MO-155,Pemiscot County,60.6,105,1.3,59.3
MO-157,Perry County,56.4,95,1,55.4
MO-159,Pettis County,55,90,0.8,54.2
MO-161,Phelps County,56.2,94,1.1,55.1
MO-163,Pike County,54.2,99,1.2,53
MO-165,Platte County,54.5,92,1,53.5
MO-167,Polk County,56.5,98,1,55.5
MO-169,Pulaski County,56.8,104,1.4,55.4
MO-171,Putnam County,50.9,62,0.1,50.8
MO-173,Ralls County,53.7,90,0.8,52.9
MO-175,Randolph County,54,96,1.1,52.9
MO-177,Ray County,54,94,0.9,53.1
MO-179,Reynolds County,55.9,99,1.1,54.8
MO-181,Ripley County,58.3,99,1.2,57.1
MO-183,St. Charles County,55.9,99,1.3,54.6
MO-185,St. Clair County,56.4,85,0.4,56
MO-186,Ste. Genevieve County,56.2,95,1,55.2
MO-187,St. Francois County,55.4,93,0.8,54.6
MO-189,St. Louis County,56.5,100,1.3,55.2
MO-195,Saline County,54.7,94,0.9,53.8
MO-197,Schuyler County,51.3,88,0.5,50.8
MO-199,Scotland County,51.2,71,0.1,51.1
MO-201,Scott County,58.9,111,1.6,57.3
MO-203,Shannon County,56.8,107,1.5,55.3
MO-205,Shelby County,52.5,77,0.4,52.1
MO-207,Stoddard County,59.1,102,1.2,57.9
MO-209,Stone County,57.5,103,1.1,56.4
MO-211,Sullivan County,51.9,84,0.3,51.6
MO-213,Taney County,57.6,101,1.1,56.5
MO-215,Texas County,55.9,91,1,54.9
MO-217,Vernon County,56.4,58,-0.1,56.5
MO-219,Warren County,55.4,105,1.6,53.8
MO-221,Washington County,55.2,92,1,54.2
MO-223,Wayne County,57.3,97,0.9,56.4
MO-225,Webster County,55.6,97,1,54.6
MO-227,Worth County,51.4,93,1,50.4
MO-229,Wright County,55.6,89,0.8,54.8
MO-510,St. Louis City,56.8,100,1.3,55.5
MT-001,Beaverhead County,38.2,102,1.5,36.7
MT-003,Big Horn County,44.2,63,0.1,44.1
MT-005,Blaine County,41.3,61,0,41.3
MT-007,Broadwater County,42.3,77,0.6,41.7
MT-009,Carbon County,42.1,81,0.8,41.3
MT-011,Carter County,42.6,56,-0.2,42.8
MT-013,Cascade County,42.1,49,-0.1,42.2
MT-015,Chouteau County,42.3,42,-0.5,42.8
MT-017,Custer County,43.8,58,-0.2,44
MT-019,Daniels County,38,58,-0.1,38.1
MT-021,Dawson County,41.9,57,-0.1,42
MT-023,Deer Lodge County,38.5,109,1.7,36.8
MT-025,Fallon County,42.3,58,-0.3,42.6
MT-027,Fergus County,42.7,53,-0.3,43
MT-029,Flathead County,40.4,101,1.7,38.7
MT-031,Gallatin County,39.7,91,1.1,38.6
MT-033,Garfield County,42.7,53,-0.3,43
MT-035,Glacier County,39.2,88,1.2,38
MT-037,Golden Valley County,42.4,25,-1.1,43.5
MT-039,Granite County,39.7,112,1.7,38
MT-041,Hill County,39.9,49,-0.5,40.4
MT-043,Jefferson County,41.1,95,1.4,39.7
MT-045,Judith Basin County,41,66,0.3,40.7
MT-047,Lake County,43.9,104,1.6,42.3
MT-049,Lewis and Clark County,40.7,87,1,39.7
MT-051,Liberty County,40.3,51,-0.2,40.5
MT-053,Lincoln County,42.4,113,2.1,40.3
MT-055,McCone County,41.9,66,0.2,41.7
MT-057,Madison County,40.1,106,1.6,38.5
MT-059,Meagher County,39.8,95,1.2,38.6
MT-061,Mineral County,42.4,100,1.2,41.2
MT-063,Missoula County,41.6,99,1.3,40.3
MT-065,Musselshell County,43.4,25,-1.3,44.7
MT-067,Park County,39.1,98,1.3,37.8
MT-069,Petroleum County,44.4,49,-0.5,44.9
MT-071,Phillips County,41.8,57,-0.1,41.9
MT-073,Pondera County,41.1,81,0.8,40.3
MT-075,Powder River County,44.1,56,-0.2,44.3
MT-077,Powell County,39.9,104,1.6,38.3
MT-079,Prairie County,42.8,57,-0.2,43
MT-081,Ravalli County,40.8,110,1.5,39.3
MT-083,Richland County,41.2,59,0,41.2
MT-085,Roosevelt County,40.1,63,0.1,40
MT-087,Rosebud County,43.4,45,-0.6,44
MT-089,Sanders County,43.1,94,1,42.1
MT-091,Sheridan County,38.5,56,-0.2,38.7
MT-093,Silver Bow County,40.1,108,1.8,38.3
MT-095,Stillwater County,41.7,28,-0.9,42.6
MT-097,Sweet Grass County,41.7,61,0.1,41.6
MT-099,Teton County,41.2,80,0.8,40.4
MT-101,Toole County,41,70,0.4,40.6
MT-103,Treasure County,44,41,-0.6,44.6
MT-105,Valley County,40,58,0,40
MT-107,Wheatland County,41.7,55,-0.1,41.8
MT-109,Wibaux County,41.8,49,-0.6,42.4
MT-111,Yellowstone County,44.5,36,-0.8,45.3
NE-001,Adams County,50.3,70,0.2,50.1
NE-003,Antelope County,47.2,46,-0.6,47.8
NE-005,Arthur County,47.9,82,0.6,47.3
NE-007,Banner County,47.9,95,1.2,46.7
NE-009,Blaine County,47.7,51,-0.5,48.2
NE-011,Boone County,48,70,0,48
NE-013,Box Butte County,46.7,83,0.6,46.1
NE-015,Boyd County,47.2,52,-0.6,47.8
NE-017,Brown County,47.4,62,-0.1,47.5
NE-019,Buffalo County,49.4,68,0.2,49.2
NE-021,Burt County,48.5,66,0,48.5
NE-023,Butler County,49.3,62,-0.1,49.4
NE-025,Cass County,50.4,58,-0.1,50.5
NE-027,Cedar County,46.6,40,-0.6,47.2
NE-029,Chase County,50.3,76,0.5,49.8
NE-031,Cherry County,47.1,78,0.5,46.6
NE-033,Cheyenne County,48.4,85,0.8,47.6
NE-035,Clay County,50.6,76,0.4,50.2
NE-037,Colfax County,48.8,68,0.1,48.7
NE-039,Cuming County,47.9,56,-0.4,48.3
NE-041,Custer County,48.1,68,-0.1,48.2
NE-043,Dakota County,47.2,46,-0.5,47.7
NE-045,Dawes County,46.8,68,0.2,46.6
NE-047,Dawson County,49.3,61,-0.2,49.5
NE-049,Deuel County,48.8,65,0.1,48.7
NE-051,Dixon County,46.5,32,-0.9,47.4
NE-053,Dodge County,49.2,71,0.1,49.1
NE-055,Douglas County,50.3,80,0.4,49.9
NE-057,Dundy County,51.7,93,1.1,50.6
NE-059,Fillmore County,50.5,68,-0.1,50.6
NE-061,Franklin County,51.1,68,0.1,51
NE-063,Frontier County,50.3,71,0.2,50.1
NE-065,Furnas County,50.8,54,-0.4,51.2
NE-067,Gage County,51.2,65,-0.1,51.3
NE-069,Garden County,47.9,84,0.8,47.1
NE-071,Garfield County,47.3,69,0,47.3
NE-073,Gosper County,50.1,60,-0.2,50.3
NE-075,Grant County,47,84,0.6,46.4
NE-077,Greeley County,48,67,0,48
NE-079,Hall County,49.8,71,0.2,49.6
NE-081,Hamilton County,50.3,78,0.3,50
NE-083,Harlan County,51.1,60,-0.1,51.2
NE-085,Hayes County,50,70,0.1,49.9
NE-087,Hitchcock County,51.5,75,0.5,51
NE-089,Holt County,46.8,52,-0.5,47.3
NE-091,Hooker County,47.1,59,-0.2,47.3
NE-093,Howard County,49.3,71,0.2,49.1
NE-095,Jefferson County,51.8,82,0.6,51.2
NE-097,Johnson County,50.9,53,-0.4,51.3
NE-099,Kearney County,50,67,0,50
NE-101,Keith County,49.1,69,0.2,48.9
NE-103,Keya Paha County,47.1,67,-0.1,47.2
NE-105,Kimball County,47.3,94,1.1,46.2
NE-107,Knox County,46.9,39,-0.7,47.6
NE-109,Lancaster County,50.6,71,0.1,50.5
NE-111,Lincoln County,48.8,63,-0.2,49
NE-113,Logan County,47.6,47,-0.6,48.2
NE-115,Loup County,47.4,65,-0.1,47.5
NE-117,McPherson County,47.6,56,-0.2,47.8
NE-119,Madison County,47.6,44,-0.5,48.1
NE-121,Merrick County,50.1,80,0.5,49.6
NE-123,Morrill County,48.3,88,1,47.3
NE-125,Nance County,49.3,76,0.5,48.8
NE-127,Nemaha County,51.4,55,-0.4,51.8
NE-129,Nuckolls County,51.3,76,0.4,50.9
NE-131,Otoe County,50.7,52,-0.4,51.1
NE-133,Pawnee County,51.5,58,-0.2,51.7
NE-135,Perkins County,49.3,68,0.1,49.2
NE-137,Phelps County,50,65,0,50
NE-139,Pierce County,46.9,42,-0.7,47.6
NE-141,Platte County,48.8,73,0.3,48.5
NE-143,Polk County,49.9,77,0.4,49.5
NE-145,Red Willow County,51.3,73,0.4,50.9
NE-147,Richardson County,52.2,71,0.2,52
NE-149,Rock County,46.8,61,-0.3,47.1
NE-151,Saline County,50.4,55,-0.3,50.7
NE-153,Sarpy County,50.5,75,0.2,50.3
NE-155,Saunders County,50,74,0.3,49.7
NE-157,Scotts Bluff County,48.8,96,1.4,47.4
NE-159,Seward County,49.7,52,-0.4,50.1
NE-161,Sheridan County,46.5,83,0.6,45.9
NE-163,Sherman County,49,75,0.4,48.6
NE-165,Sioux County,46,82,0.7,45.3
NE-167,Stanton County,47.7,48,-0.5,48.2
NE-169,Thayer County,51.6,79,0.5,51.1
NE-171,Thomas County,47.5,41,-0.7,48.2
NE-173,Thurston County,47.4,46,-0.4,47.8
NE-175,Valley County,48.1,70,0.2,47.9
NE-177,Washington County,49.6,74,0.2,49.4
NE-179,Wayne County,46.9,41,-0.7,47.6
NE-181,Webster County,51.1,71,0.2,50.9
NE-183,Wheeler County,47.5,67,-0.1,47.6
NE-185,York County,50.1,67,-0.1,50.2
NV-001,Churchill County,51.8,103,1.4,50.4
NV-003,Clark County,66,123,2.9,63.1
NV-005,Douglas County,49.8,118,2,47.8
NV-007,Elko County,45.7,107,1.4,44.3
NV-009,Esmeralda County,54.9,123,3.9,51
NV-011,Eureka County,46.8,108,1.7,45.1
NV-013,Humboldt County,49.8,114,1.6,48.2
NV-015,Lander County,48.8,111,1.7,47.1
NV-017,Lincoln County,56.5,121,2.6,53.9
NV-019,Lyon County,52.3,119,2.2,50.1
NV-021,Mineral County,51.8,123,3,48.8
NV-023,Nye County,53.7,124,3.3,50.4
NV-027,Pershing County,50.9,98,1.1,49.8
NV-029,Storey County,51.6,119,2.3,49.3
NV-031,Washoe County,49.7,109,1.7,48
NV-033,White Pine County,47,116,2,45
NV-510,Carson City,50.9,118,2.1,48.8
NH-001,Belknap County,45.8,109,1.9,43.9
NH-003,Carroll County,43.9,109,1.7,42.2
NH-005,Cheshire County,46.7,116,2.8,43.9
NH-007,Coos County,40.2,105,1.7,38.5
NH-009,Grafton County,42.8,113,2,40.8
NH-011,Hillsborough County,48,118,2.8,45.2
NH-013,Merrimack County,46.3,112,2.3,44
NH-015,Rockingham County,48.3,114,2.2,46.1
NH-017,Strafford County,46.4,104,1.4,45
NH-019,Sullivan County,44.8,113,2.4,42.4
NJ-001,Atlantic County,56.1,121,3.4,52.7
NJ-003,Bergen County,53.9,116,2.9,51
NJ-005,Burlington County,55.8,119,2.9,52.9
NJ-007,Camden County,56.2,120,3,53.2
NJ-009,Cape May County,56.4,121,3.3,53.1
NJ-011,Cumberland County,56.2,120,3.1,53.1
NJ-013,Essex County,54.1,113,2.8,51.3
NJ-015,Gloucester County,56.3,119,2.8,53.5
NJ-017,Hudson County,55.5,113,2.8,52.7
NJ-019,Hunterdon County,52.7,116,3.1,49.6
NJ-021,Mercer County,54.6,114,2.8,51.8
NJ-023,Middlesex County,54.8,115,2.9,51.9
NJ-025,Monmouth County,55.1,118,3,52.1
NJ-027,Morris County,51.6,113,2.7,48.9
NJ-029,Ocean County,55.2,119,3,52.2
NJ-031,Passaic County,51.8,114,2.6,49.2
NJ-033,Salem County,56.2,117,2.6,53.6
NJ-035,Somerset County,53.6,114,2.9,50.7
NJ-037,Sussex County,50.1,113,2.5,47.6
NJ-039,Union County,54.6,113,2.8,51.8
NJ-041,Warren County,51.2,116,3,48.2
NM-001,Bernalillo County,55.1,123,2.9,52.2
NM-003,Catron County,50.2,121,2.5,47.7
NM-005,Chaves County,60.6,119,2.8,57.8
NM-006,Cibola County,50.3,119,2,48.3
NM-007,Colfax County,48.3,114,1.7,46.6
NM-009,Curry County,57.8,116,2.4,55.4
